"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CD320",1329.82250158486,0.577205559153254,0.0812032466844346,7.10815863553267,1.17601346071864e-12,8.15727027734353e-12
"CATSPERG",343.677395618188,-1.00194155175719,0.140996041039223,-7.10616797728716,1.19309192322319e-12,8.27059906703322e-12
"CFAP221",311.327298912326,1.22584042134602,0.172615117413639,7.1015820613703,1.23336740182313e-12,8.53919704564592e-12
"RAB27A",190.645198134795,1.3754350474481,0.193850041245524,7.09535597006153,1.29018960138119e-12,8.91878979315442e-12
"JAM3",1416.58640601732,-0.520936762134727,0.0734244777506705,-7.094865065349,1.29477752885488e-12,8.94773747445196e-12
"ZEB2",496.44481231995,-0.969748133778149,0.136720744779225,-7.09291143303881,1.31319505509053e-12,9.07220905292682e-12
"USP40",1078.91476377983,0.579675165642749,0.0817479884719067,7.09100219440823,1.33144233579568e-12,9.19542792419585e-12
"UGT8",56.8272060809936,-2.87906867714371,0.406136766471869,-7.08891416592081,1.35168324021827e-12,9.33233510523267e-12
"EBPL",848.593474963977,0.686714863807833,0.096938363313482,7.08403608576633,1.40015422847712e-12,9.66400458685457e-12
"D2HGDH",490.130570038832,0.829620807681647,0.117166199061361,7.08071794022408,1.43409531572449e-12,9.89215932442177e-12
"ZNF787",1313.77126472692,0.568450338250857,0.0803009179017011,7.07900174873114,1.45196553626779e-12,1.00123350108142e-11
"RNASEH2B",721.805836893835,0.779295351234574,0.110197505089676,7.07180576003427,1.52930390677748e-12,1.05358856388933e-11
"CRYL1",539.145953360982,0.810332204799352,0.114644540556084,7.06821450780672,1.56939825536362e-12,1.080877707523e-11
"ADK",1265.49317856699,0.643959257329244,0.0911277036304041,7.06655859496927,1.58823127028477e-12,1.0935114189647e-11
"LINC01621",467.872217862415,-0.842689786835024,0.11925715014056,-7.06615734018302,1.59282808657158e-12,1.09600107471639e-11
"C10orf95-AS1",824.079543958781,0.639050600296706,0.0904832344397752,7.0626409881717,1.63367418371671e-12,1.12341490251953e-11
"ANXA2P2",587.781690549216,-0.734342316395643,0.103994880567029,-7.06133140777375,1.64914747669889e-12,1.13300943611262e-11
"MRPS18B",1673.76470856354,0.536502708433435,0.0760232637764886,7.05708597319335,1.70030435501712e-12,1.16779662047565e-11
"SFXN4",637.850730713214,0.707653091696918,0.100296971504965,7.05557786121077,1.71884903306298e-12,1.18017072319276e-11
