"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LINC014141",0.000115940158797156,0.170556786299456,0.272,0.307,1,"3","LINC01414"
"DIAPH2-AS1",0.000118674095031048,0.294927944620815,0.079,0.067,1,"3","DIAPH2-AS1"
"MIRLET7BHG",0.000120598546161957,0.177620603069262,0.071,0.06,1,"3","MIRLET7BHG"
"ENSG000002370761",0.00012082413900944,0.851456170856696,0.01,0.006,1,"3","ENSG00000237076"
"ZDHHC221",0.000124791667565246,0.199699709445965,0.044,0.035,1,"3","ZDHHC22"
"FLVCR21",0.00012528041981285,0.666191725767466,0.011,0.007,1,"3","FLVCR2"
"EIF5AL1",0.000125761913596994,0.188316390314044,0.031,0.024,1,"3","EIF5AL1"
"SLC12A41",0.000132208091627846,0.669005215852903,0.02,0.015,1,"3","SLC12A4"
"ENSG00000256538",0.000133298737440718,0.629910296276738,0.02,0.014,1,"3","ENSG00000256538"
"ENSG00000288840",0.000134337379677089,0.327027793409621,0.051,0.042,1,"3","ENSG00000288840"
"GPR1081",0.000134582957187214,0.222326684713258,0.089,0.078,1,"3","GPR108"
"ASB14",0.000135051046680611,0.213127756008169,0.1,0.087,1,"3","ASB14"
"ENSG00000287460",0.000137551401161749,0.643404169582761,0.011,0.007,1,"3","ENSG00000287460"
"ENSG000002889131",0.000139929936226971,0.483897061958339,0.021,0.015,1,"3","ENSG00000288913"
"CTSK1",0.000140878693772926,0.22467346072577,0.032,0.024,1,"3","CTSK"
"CASS4",0.000141371097609997,0.413168748138369,0.019,0.013,1,"3","CASS4"
"ENSG00000288071",0.000142378846052783,0.676232970504326,0.009,0.015,1,"3","ENSG00000288071"
"IQCD1",0.000143523102816939,0.445177625848014,0.064,0.054,1,"3","IQCD"
"ENSG000002593631",0.000145851248949874,0.61762112721372,0.026,0.019,1,"3","ENSG00000259363"
"ENSG00000266957",0.000150625475322671,0.402086756540711,0.02,0.014,1,"3","ENSG00000266957"
"TCF19",0.000150681785007285,0.417316071818161,0.031,0.024,1,"3","TCF19"
"PLIN51",0.000151383909159516,0.511430968687811,0.03,0.023,1,"3","PLIN5"
"ZNF444",0.00015314075279679,0.100823560029995,0.125,0.112,1,"3","ZNF444"
"NFKB21",0.000154968482854116,0.672451115070547,0.029,0.022,1,"3","NFKB2"
"MIR4432HG",0.000156409765731467,0.385004647066739,0.012,0.008,1,"3","MIR4432HG"
"CCDC861",0.000159588889217662,0.361211958343969,0.052,0.043,1,"3","CCDC86"
"MTO11",0.00016035488577595,0.136794073679182,0.13,0.117,1,"3","MTO1"
"STX5-DT1",0.000163554088957566,0.411900236234973,0.062,0.052,1,"3","STX5-DT"
"ENSG00000231616",0.000163843019789719,0.434904044269528,0.031,0.024,1,"3","ENSG00000231616"
"FAM242F",0.00016779515692681,0.485850901262702,0.022,0.016,1,"3","FAM242F"
"ENSG000002830101",0.000168397725115541,0.852109185253678,0.01,0.006,1,"3","ENSG00000283010"
"LGALS4",0.000169555870480441,0.740927624810023,0.011,0.007,1,"3","LGALS4"
"FAS1",0.000169724508549942,0.280597555219391,0.059,0.049,1,"3","FAS"
"ENSG00000268981",0.000170258599948712,0.917808443301238,0.011,0.007,1,"3","ENSG00000268981"
"CCDC13-AS2",0.000170979181315837,0.5759370666544,0.017,0.012,1,"3","CCDC13-AS2"
"ZNF2",0.000172779538213992,0.355144731292447,0.046,0.056,1,"3","ZNF2"
"LINC020211",0.000176661295898566,0.240790625419591,0.024,0.017,1,"3","LINC02021"
"RAB361",0.000178539798876258,0.23819183681057,0.04,0.032,1,"3","RAB36"
"SEZ6L-AS1",0.000182906698269115,0.465449553642451,0.028,0.021,1,"3","SEZ6L-AS1"
"ENSG00000269940",0.000184859144318229,0.930820881202506,0.011,0.007,1,"3","ENSG00000269940"
"NBPF9",0.000184954948469608,0.214007167190816,0.062,0.052,1,"3","NBPF9"
"LINC019941",0.000185083636139302,1.03679522888231,0.013,0.009,1,"3","LINC01994"
"ENSG00000286245",0.000189341845568165,0.218387077438999,0.034,0.027,1,"3","ENSG00000286245"
"PYCR31",0.000191243663501692,0.399047205653148,0.041,0.033,1,"3","PYCR3"
"HGD1",0.00019652460982135,0.48456953946993,0.015,0.01,1,"3","HGD"
"NKPD1",0.000203285567073618,0.28577987529383,0.023,0.017,1,"3","NKPD1"
"GRM5P11",0.000205831954185361,0.328834739013881,0.015,0.01,1,"3","GRM5P1"
"ENSG000002259631",0.000206240101770098,0.794021415154565,0.011,0.007,1,"3","ENSG00000225963"
"DEF61",0.000209461003970616,0.721467915233537,0.02,0.014,1,"3","DEF6"
"TSBP1-AS1",0.000210731527797574,0.2096909656524,0.041,0.032,1,"3","TSBP1-AS1"
"TMEM109",0.000213096078669457,0.259574503472832,0.045,0.037,1,"3","TMEM109"
"TPH2",0.000213339862020897,0.309702265321515,0.011,0.007,1,"3","TPH2"
"TAS1R1",0.000214576610364574,0.599969839716244,0.01,0.007,1,"3","TAS1R1"
"PIEZO11",0.000226498118465809,0.519327750379408,0.01,0.006,1,"3","PIEZO1"
"ENSG00000285627",0.000227673858248725,0.66082180125307,0.01,0.006,1,"3","ENSG00000285627"
"SLC2A121",0.000229709681165754,0.443288633200489,0.046,0.038,1,"3","SLC2A12"
"GUCD11",0.000229988857889116,0.289576910547326,0.075,0.065,1,"3","GUCD1"
"ENSG00000285865",0.000230375067439595,0.638894329405711,0.014,0.01,1,"3","ENSG00000285865"
"ENSG00000258558",0.000230433696125791,0.645230455515315,0.015,0.01,1,"3","ENSG00000258558"
"FAM167A-AS11",0.000231116045112114,0.584956403748512,0.027,0.02,1,"3","FAM167A-AS1"
"DPP4",0.00023119724880068,0.344408635679519,0.034,0.027,1,"3","DPP4"
"ENSG00000269599",0.000232745766806883,0.646513875069149,0.012,0.007,1,"3","ENSG00000269599"
"SAP30L1",0.000234375541457469,0.144227080732635,0.132,0.121,1,"3","SAP30L"
"ENSG000002669871",0.000235610153370502,0.203580879436391,0.025,0.019,1,"3","ENSG00000266987"
"ENSG000002866231",0.000237284318782953,0.297829524918871,0.019,0.014,1,"3","ENSG00000286623"
"CEP135",0.000237555303363339,0.229244589837829,0.144,0.13,1,"3","CEP135"
"ENSG00000259103",0.000240960160583378,0.198488210322471,0.082,0.071,1,"3","ENSG00000259103"
"ENSG000002898661",0.000241378418357097,0.241212074388742,0.047,0.039,1,"3","ENSG00000289866"
"ETNK1-DT1",0.000244466361547403,0.475949429011312,0.023,0.017,1,"3","ETNK1-DT"
"ZNF5721",0.000246891486873952,0.896163664282569,0.01,0.006,1,"3","ZNF572"
"ZBTB2",0.000247121583549895,0.249632904479026,0.083,0.072,1,"3","ZBTB2"
"ZEB2-AS1",0.00024868033858254,0.908416855437173,0.015,0.01,1,"3","ZEB2-AS1"
"TMED6",0.000252700757361118,0.459725105471441,0.015,0.01,1,"3","TMED6"
"ALOX51",0.000253728219913652,0.356653650405454,0.022,0.016,1,"3","ALOX5"
"DHRS41",0.000254596572472722,0.548385225478495,0.038,0.03,1,"3","DHRS4"
"NR1I2",0.00025722311714796,0.233597249970944,0.016,0.011,1,"3","NR1I2"
"ENSG000002624291",0.000258077975660282,0.574628481542342,0.026,0.019,1,"3","ENSG00000262429"
"RSPO31",0.000260054779431695,1.19388852046635,0.014,0.009,1,"3","RSPO3"
"ENSG00000236723",0.000263559100041657,0.296967857814917,0.026,0.02,1,"3","ENSG00000236723"
"ENSG00000290872",0.000280803150728255,0.231392917136195,0.026,0.019,1,"3","ENSG00000290872"
"ENSG00000280164",0.000283987717003793,0.327532443426653,0.027,0.02,1,"3","ENSG00000280164"
"PRRT3-AS1",0.000284392902646633,0.372107897634123,0.03,0.023,1,"3","PRRT3-AS1"
"ENSG00000290039",0.000284538408406299,0.12740453529101,0.048,0.04,1,"3","ENSG00000290039"
"ENSG00000253577",0.000287253782598516,0.532538101534307,0.013,0.009,1,"3","ENSG00000253577"
"OIT3",0.000288654639614847,0.259514311340551,0.019,0.014,1,"3","OIT3"
"UST-AS21",0.000293201598133993,0.489360923549095,0.019,0.014,1,"3","UST-AS2"
"LY6E",0.000293754589313367,0.220485903701196,0.11,0.098,1,"3","LY6E"
"ERVMER34-1",0.000298748146608919,0.465052686511003,0.016,0.011,1,"3","ERVMER34-1"
"EIF3J-DT1",0.000298949584917134,0.111923944405161,0.204,0.192,1,"3","EIF3J-DT"
"MIATNB",0.000299523087979437,0.286151709858625,0.063,0.054,1,"3","MIATNB"
"POLQ",0.000304104895167746,0.489470672071219,0.075,0.064,1,"3","POLQ"
"MELTF-AS11",0.00030873691604963,0.472583852059678,0.062,0.053,1,"3","MELTF-AS1"
"ENSG000002891981",0.000309335286348615,0.333845179286713,0.056,0.046,1,"3","ENSG00000289198"
"NXT21",0.000312301174556091,0.382284569645647,0.041,0.033,1,"3","NXT2"
"RELB",0.000319744764449774,0.214936402776414,0.029,0.022,1,"3","RELB"
"KCTD9",0.000319893445032285,0.297475310294993,0.077,0.067,1,"3","KCTD9"
"TRABD2A",0.000322536122018462,0.790226422095752,0.023,0.017,1,"3","TRABD2A"
"BMF1",0.000332424552869374,0.545349737590352,0.015,0.01,1,"3","BMF"
"ENSG00000274444",0.000333106314090353,0.404447527754498,0.012,0.008,1,"3","ENSG00000274444"
"ENSG00000286533",0.000336223662830526,0.286433311170312,0.037,0.029,1,"3","ENSG00000286533"
"DPP9-AS1",0.000340917026748022,0.545859293468371,0.011,0.007,1,"3","DPP9-AS1"
"ZACN",0.000346908322747683,0.593386715321552,0.012,0.008,1,"3","ZACN"
"KCTD21-AS11",0.00034809421355187,0.39653108830155,0.046,0.038,1,"3","KCTD21-AS1"
"TNFSF13B",0.000348197812110655,0.169087427655047,0.03,0.023,1,"3","TNFSF13B"
"SCARF21",0.000352705233141567,0.104381775865398,0.05,0.042,1,"3","SCARF2"
"C21orf911",0.000356442382740368,0.141607857951193,0.092,0.081,1,"3","C21orf91"
"FOXN4",0.000362893423779585,0.969037507561216,0.021,0.016,1,"3","FOXN4"
"MSH5",0.000362943789678692,0.382943098797879,0.072,0.062,1,"3","MSH5"
"TTTY10",0.000364349081374822,0.548880606528161,0.02,0.015,1,"3","TTTY10"
"METTL21EP",0.000366881805615448,0.50683307940311,0.013,0.008,1,"3","METTL21EP"
"ENSG000002558561",0.00037004434431625,0.271705510762485,0.026,0.02,1,"3","ENSG00000255856"
"SYCP3",0.000371194603036468,0.363999527816908,0.044,0.036,1,"3","SYCP3"
"LINC019951",0.000374060782866407,0.518915754186136,0.01,0.007,1,"3","LINC01995"
"CCT6B1",0.000376297185726882,0.188237786196166,0.082,0.072,1,"3","CCT6B"
"ENSG00000261329",0.000376609381324285,0.230181614408719,0.04,0.032,1,"3","ENSG00000261329"
"TOMM341",0.000381443372508237,0.228219328479213,0.09,0.079,1,"3","TOMM34"
"ENSG00000267108",0.000382326248777503,0.856667155412154,0.01,0.006,1,"3","ENSG00000267108"
"ENSG00000259756",0.000382670192483355,0.866288735840122,0.01,0.007,1,"3","ENSG00000259756"
"ENTPD11",0.00038402552642076,0.402073376782703,0.035,0.028,1,"3","ENTPD1"
"SMAD1-AS2",0.000392253997400173,0.76720712391238,0.016,0.011,1,"3","SMAD1-AS2"
"ENSG00000287360",0.00039548206064521,1.03238833679701,0.011,0.007,1,"3","ENSG00000287360"
"DND11",0.000412817574802286,0.229260852541548,0.024,0.018,1,"3","DND1"
"ITPKA",0.000414715149575279,0.484083258398665,0.021,0.015,1,"3","ITPKA"
"ENSG000002684581",0.00041893624910853,0.548552417992037,0.011,0.007,1,"3","ENSG00000268458"
"CUL7",0.000421155282094683,0.17836703523975,0.093,0.082,1,"3","CUL7"
"ENSG00000248240",0.000425003281801079,0.469831278842572,0.015,0.011,1,"3","ENSG00000248240"
"ENSG000002868131",0.000431268292481035,0.470028892732679,0.016,0.011,1,"3","ENSG00000286813"
"LBHD11",0.000439514797238454,0.548055237425188,0.01,0.006,1,"3","LBHD1"
"GEN1",0.000447405568200433,0.327734006789963,0.08,0.07,1,"3","GEN1"
"FAM111A-DT1",0.000449537419868427,0.848840079277703,0.013,0.009,1,"3","FAM111A-DT"
"ENSG00000258365",0.000452167255549944,0.599378940709082,0.011,0.007,1,"3","ENSG00000258365"
"ENSG000002888001",0.000456908178698708,0.259629437371512,0.011,0.007,1,"3","ENSG00000288800"
"ENSG000002874251",0.000462357583865229,1.00361870285218,0.013,0.009,1,"3","ENSG00000287425"
"RGS31",0.000465024407669926,0.290727516841442,0.112,0.101,1,"3","RGS3"
"ENSG000002507611",0.000470094259911511,0.337893448814107,0.028,0.021,1,"3","ENSG00000250761"
"ENSG00000259052",0.000482401641890846,0.24525840242776,0.021,0.015,1,"3","ENSG00000259052"
"ENSG00000267523",0.000483261568123222,0.359732233298347,0.057,0.048,1,"3","ENSG00000267523"
"SLC25A351",0.000487033713779812,0.856404830263066,0.014,0.01,1,"3","SLC25A35"
"ARRDC3-AS1",0.000491706722098812,0.162995885667633,0.052,0.044,1,"3","ARRDC3-AS1"
"ENSG00000250027",0.000492287466594231,0.349690625991644,0.024,0.018,1,"3","ENSG00000250027"
"HESX11",0.000503502718176772,0.367679603748875,0.033,0.026,1,"3","HESX1"
"DNAAF111",0.000511416040901962,0.137156960862203,0.107,0.097,1,"3","DNAAF11"
"ENSG00000280206",0.000517299607076016,1.01201250266683,0.021,0.016,1,"3","ENSG00000280206"
"CNBD2",0.000517798759671645,0.104439664202886,0.082,0.071,1,"3","CNBD2"
"PRC1-AS1",0.000520224578380421,0.271252480164996,0.055,0.046,1,"3","PRC1-AS1"
"POLR1E",0.000526519977911243,0.295888002188074,0.12,0.109,1,"3","POLR1E"
"CFAP901",0.00055910218940709,0.445137754034364,0.056,0.048,1,"3","CFAP90"
"SKA1",0.000581030271986181,0.50865878253534,0.02,0.027,1,"3","SKA1"
"ENSG00000233420",0.000582867426122217,0.193762592128155,0.025,0.019,1,"3","ENSG00000233420"
"B4GALT71",0.000587467369412294,0.118776538076238,0.156,0.145,1,"3","B4GALT7"
"ENSG00000267006",0.000613391914019348,0.844818244468179,0.011,0.007,1,"3","ENSG00000267006"
"AIFM21",0.00061396624127728,0.624251924076719,0.035,0.028,1,"3","AIFM2"
"CFAP1411",0.000619939345101426,0.781725205764675,0.013,0.008,1,"3","CFAP141"
"NCAPD2",0.000619967818482468,0.362665198268413,0.112,0.1,1,"3","NCAPD2"
"SOHLH21",0.000621283274024266,0.525853860880969,0.02,0.015,1,"3","SOHLH2"
"ENSG00000233290",0.000627209684148585,0.477832287158325,0.019,0.013,1,"3","ENSG00000233290"
"H6PD1",0.000641927977797738,0.126045196582628,0.064,0.055,1,"3","H6PD"
"ENSG00000288598",0.000644839080546789,0.107967672167475,0.055,0.046,1,"3","ENSG00000288598"
"EOGT",0.000657117131933338,0.170786400213867,0.04,0.032,1,"3","EOGT"
"ENSG00000276728",0.000661100452929221,0.484226922885036,0.024,0.018,1,"3","ENSG00000276728"
"ENSG000002659431",0.000662933329295213,0.567173199995025,0.017,0.013,1,"3","ENSG00000265943"
"EEF2KMT1",0.000665127491230287,0.21019309091968,0.067,0.058,1,"3","EEF2KMT"
"PHLDB31",0.000668229854462057,0.29134433494395,0.063,0.055,1,"3","PHLDB3"
"ENSG00000285650",0.000677188419042249,0.520401980936863,0.021,0.016,1,"3","ENSG00000285650"
"ADCY3",0.000681068828422941,0.124472019667999,0.171,0.16,1,"3","ADCY3"
"MDC1",0.000685999940422512,0.160375886536988,0.148,0.136,1,"3","MDC1"
"ENSG00000236498",0.000690352592350436,0.198766811315675,0.039,0.031,1,"3","ENSG00000236498"
"FZD11",0.00069916727363323,0.166681795255223,0.048,0.04,1,"3","FZD1"
"ENSG000002318731",0.000704853532506456,0.585379442500631,0.016,0.011,1,"3","ENSG00000231873"
"RCAN2-DT1",0.00071023923399327,0.354934979752001,0.011,0.007,1,"3","RCAN2-DT"
"ENSG00000286161",0.000726658424201369,0.446622461111555,0.015,0.011,1,"3","ENSG00000286161"
"VAMP81",0.000734534472264287,0.261816810710941,0.053,0.045,1,"3","VAMP8"
"TIPARP",0.000735350599024485,0.174461690179467,0.071,0.062,1,"3","TIPARP"
"UBE2S",0.000740217169752227,0.202446750970368,0.578,0.586,1,"3","UBE2S"
"ENSG000002730071",0.000747063439417232,0.517173729885006,0.019,0.014,1,"3","ENSG00000273007"
"PLA2G6",0.000762598087765277,0.279225155468921,0.066,0.057,1,"3","PLA2G6"
"BMP2K-DT1",0.000772963250542931,0.65041789045804,0.023,0.018,1,"3","BMP2K-DT"
"ENSG000002510761",0.000773974023220717,0.274341815072847,0.035,0.028,1,"3","ENSG00000251076"
"HERC61",0.000788379772826835,0.570250309202671,0.018,0.013,1,"3","HERC6"
"ABCA91",0.000799431054444379,0.295898582667306,0.014,0.009,1,"3","ABCA9"
"ENSG00000236364",0.000801549148090897,0.141854934668451,0.036,0.029,1,"3","ENSG00000236364"
"SGMS1-AS11",0.000802871153637082,0.315135487755454,0.038,0.031,1,"3","SGMS1-AS1"
"TAL2",0.000803053471071547,0.605235727044149,0.015,0.01,1,"3","TAL2"
"ENSG00000228748",0.000805252516175681,0.32011446284384,0.047,0.039,1,"3","ENSG00000228748"
"RGN",0.000807471480577502,0.287080174714701,0.022,0.016,1,"3","RGN"
"NMNAT11",0.000824366711657723,0.170061653364606,0.083,0.074,1,"3","NMNAT1"
"EFCC11",0.00082588971115213,0.316216913631128,0.056,0.048,1,"3","EFCC1"
"NUDCD1",0.000838659823542565,0.108579636755896,0.197,0.185,1,"3","NUDCD1"
"ENSG000002870931",0.000840850363339768,0.417167561107436,0.019,0.014,1,"3","ENSG00000287093"
"PUS1-AS1",0.000841050715650001,0.656953166577391,0.015,0.01,1,"3","PUS1-AS1"
"CISH1",0.000846289904362092,0.642022838060159,0.011,0.008,1,"3","CISH"
"CCDC221",0.000848870601003928,0.251594213702215,0.074,0.064,1,"3","CCDC22"
"JMJD81",0.000853613605511851,0.112089247622436,0.085,0.075,1,"3","JMJD8"
"ENSG000002496351",0.000858531324069246,0.243783813455559,0.028,0.022,1,"3","ENSG00000249635"
"MIR133A1HG",0.0008603743489937,0.190246832752756,0.063,0.053,1,"3","MIR133A1HG"
"PLA2G10",0.000876287403036044,0.341540537460443,0.028,0.022,1,"3","PLA2G10"
"TTC12-DT1",0.000888216412075678,0.569602223960649,0.027,0.021,1,"3","TTC12-DT"
"LEMD1-AS1",0.000893324652785899,0.256758116177037,0.011,0.007,1,"3","LEMD1-AS1"
"ENSG000002875241",0.000913762339465441,0.375639581083676,0.027,0.021,1,"3","ENSG00000287524"
"FZD6",0.000921427412045211,0.247692870766276,0.032,0.026,1,"3","FZD6"
"ENSG00000289419",0.000959554985495696,0.45420113597418,0.022,0.017,1,"3","ENSG00000289419"
"MYH7B",0.00097066593748985,0.223446961303818,0.036,0.029,1,"3","MYH7B"
"SLC27A61",0.000975329463747623,0.152042837801706,0.027,0.035,1,"3","SLC27A6"
"ENSG00000291132",0.00098927867476598,0.154339319782689,0.013,0.009,1,"3","ENSG00000291132"
"ESPL1",0.0010116332980029,0.347546351623506,0.017,0.023,1,"3","ESPL1"
"MINDY11",0.00102442014940815,0.313166923399684,0.041,0.034,1,"3","MINDY1"
"ENSG000002879651",0.00103377654638542,0.242815455536814,0.078,0.068,1,"3","ENSG00000287965"
"PRR7-AS1",0.00103401035053715,0.332982034798762,0.024,0.018,1,"3","PRR7-AS1"
"ENSG00000243944",0.00104432829651776,0.292186577114176,0.015,0.011,1,"3","ENSG00000243944"
"ENSG00000227712",0.00104670826612939,0.615341452966676,0.015,0.011,1,"3","ENSG00000227712"
"ENSG00000273449",0.00105623879070841,0.438979777012479,0.011,0.007,1,"3","ENSG00000273449"
"PRX",0.00108733101476345,0.59364779049334,0.017,0.012,1,"3","PRX"
"NBPF11",0.00108818540683377,0.112993626856542,0.121,0.11,1,"3","NBPF11"
"RARG1",0.00109407549384227,0.769278093950033,0.013,0.009,1,"3","RARG"
"IL13RA21",0.00112229439822438,0.523882182093741,0.021,0.016,1,"3","IL13RA2"
"ART41",0.00115435281048955,0.163429561883349,0.017,0.012,1,"3","ART4"
"CLMAT31",0.00115761000737855,0.746836387563081,0.011,0.007,1,"3","CLMAT3"
"ADH61",0.0011844568833882,0.256136206913782,0.015,0.011,1,"3","ADH6"
"PANK1",0.00118587752095419,0.101207955520313,0.119,0.108,1,"3","PANK1"
"AGER1",0.00119267835392209,0.127899477750276,0.028,0.022,1,"3","AGER"
"ZNF700",0.00120077750655283,0.107631161730006,0.135,0.124,1,"3","ZNF700"
"ENSG000002876971",0.00120130027607364,0.32222586027116,0.056,0.047,1,"3","ENSG00000287697"
"HEPACAM1",0.00120300474459638,0.595457096058031,0.013,0.009,1,"3","HEPACAM"
"MORN3",0.00121524740564204,0.555661335959996,0.025,0.019,1,"3","MORN3"
"CT752",0.00121874789723529,0.259310821121137,0.115,0.105,1,"3","CT75"
"CRIP11",0.0012211851264055,0.514149096470225,0.02,0.015,1,"3","CRIP1"
"LINC01816",0.00122645758600742,0.572569716791038,0.023,0.018,1,"3","LINC01816"
"ENSG000002871891",0.00125462351526275,0.489573802390482,0.01,0.007,1,"3","ENSG00000287189"
"CRABP11",0.00125609892988394,0.777493461129521,0.195,0.187,1,"3","CRABP1"
"ENSG00000283108",0.00126095909273452,0.25240920569833,0.017,0.012,1,"3","ENSG00000283108"
"ENSG00000263272",0.00127206292789125,0.162501639024521,0.119,0.109,1,"3","ENSG00000263272"
"ENSG00000259353",0.00128462314068115,0.622944768182876,0.012,0.008,1,"3","ENSG00000259353"
"PPP1R14C1",0.0012890935506328,0.684655487383407,0.145,0.139,1,"3","PPP1R14C"
"THCAT1551",0.00129750221730295,0.22843961169807,0.018,0.013,1,"3","THCAT155"
"UPB1",0.00129853007133571,0.66470064925652,0.012,0.009,1,"3","UPB1"
"MYBPHL",0.0013184048511991,0.479262625562409,0.014,0.01,1,"3","MYBPHL"
"ECM2",0.00137949574034017,0.297390526632429,0.103,0.092,1,"3","ECM2"
"LINC00324",0.00139011748269584,0.227765394829118,0.046,0.039,1,"3","LINC00324"
"LEMD1-DT1",0.00139186762279883,0.290782917513002,0.021,0.016,1,"3","LEMD1-DT"
"ENSG00000286786",0.00139636833466488,0.559179377795184,0.014,0.01,1,"3","ENSG00000286786"
"AKR7L",0.00140413557071736,0.276748189183221,0.013,0.009,1,"3","AKR7L"
"POLR1G1",0.00142801512198933,0.309293703365296,0.064,0.055,1,"3","POLR1G"
"ATP1B3-AS1",0.0014333614539807,0.342615256214566,0.011,0.008,1,"3","ATP1B3-AS1"
"ENSG000002911701",0.00145265970633637,0.454226794604354,0.021,0.016,1,"3","ENSG00000291170"
"ALG12",0.00145408737857475,0.197197716943243,0.078,0.068,1,"3","ALG12"
"RWDD31",0.00145553112462639,0.119415634586542,0.172,0.163,1,"3","RWDD3"
"HS3ST3A11",0.00147411576332728,0.158321598570871,0.089,0.08,1,"3","HS3ST3A1"
"PCDHB11",0.00147587228047739,0.222346755444469,0.028,0.022,1,"3","PCDHB11"
"RIPOR3",0.00148025900658885,0.115141767093388,0.056,0.048,1,"3","RIPOR3"
"DDX59",0.00148106385743347,0.150739260004734,0.143,0.132,1,"3","DDX59"
"MEF2B1",0.0014845009024951,0.188070245164356,0.065,0.057,1,"3","MEF2B"
"ENSG00000260017",0.00148485513121537,0.463955777707212,0.019,0.014,1,"3","ENSG00000260017"
"POLG-DT",0.00151047868626739,0.591820298266448,0.02,0.015,1,"3","POLG-DT"
"ENSG00000232754",0.0015106400475293,0.216097872213176,0.032,0.026,1,"3","ENSG00000232754"
"TMUB11",0.00152399486642854,0.107413431837824,0.145,0.134,1,"3","TMUB1"
"ENSG00000236065",0.00153993404793711,0.110777821305856,0.099,0.088,1,"3","ENSG00000236065"
"LINC02585",0.00154594145727906,0.166391557575977,0.028,0.022,1,"3","LINC02585"
"CCDC131",0.00157081861210625,0.453994181281484,0.038,0.032,1,"3","CCDC13"
"ENSG000002847161",0.00157680675426121,0.223146737860204,0.019,0.014,1,"3","ENSG00000284716"
"ALDOB",0.00158587623978666,0.232895044007042,0.02,0.015,1,"3","ALDOB"
"ENSG000002893521",0.00159028438439288,0.492875461222654,0.011,0.007,1,"3","ENSG00000289352"
"PLK4",0.00160725206751836,0.369182277783245,0.055,0.047,1,"3","PLK4"
"LINC016251",0.00163869169031403,0.535491266380588,0.019,0.014,1,"3","LINC01625"
"TAF6L1",0.00165311794632928,0.108138307904739,0.104,0.094,1,"3","TAF6L"
"LINC02341",0.00165456034589355,0.260253760482334,0.012,0.009,1,"3","LINC02341"
"ENSG00000286242",0.00165547822250231,0.120449777203146,0.076,0.066,1,"3","ENSG00000286242"
"PPP1R14B-AS11",0.0016688326410626,0.499850564090591,0.015,0.011,1,"3","PPP1R14B-AS1"
"ENSG00000245156",0.00172525980451588,0.408481690096257,0.021,0.016,1,"3","ENSG00000245156"
"RB1-DT1",0.00172752397998302,0.482470256153853,0.031,0.025,1,"3","RB1-DT"
"INSL6",0.00172958906223639,0.174046428602233,0.073,0.064,1,"3","INSL6"
"HDAC11-AS11",0.00174513455265759,0.609988117174412,0.013,0.009,1,"3","HDAC11-AS1"
"FAM86C2P1",0.00178203253471421,0.474763194211367,0.027,0.021,1,"3","FAM86C2P"
"KCNG2",0.00180530016943573,0.29206425547074,0.057,0.049,1,"3","KCNG2"
"ENSG00000226899",0.00181596946648396,0.2574710195912,0.037,0.031,1,"3","ENSG00000226899"
"SP2-AS11",0.00182328250757635,0.194130452826676,0.087,0.078,1,"3","SP2-AS1"
"ENSG000002875641",0.00183994392253516,0.359464846023093,0.022,0.017,1,"3","ENSG00000287564"
"ARHGEF39",0.00184696267855382,0.425280866471455,0.015,0.02,1,"3","ARHGEF39"
"LRRC75B1",0.00184784193717268,0.309783906661235,0.072,0.063,1,"3","LRRC75B"
"ENSG00000288904",0.00186164639494878,0.412924436957846,0.028,0.023,1,"3","ENSG00000288904"
"ENSG000002556211",0.00190282052151324,0.664027764381619,0.011,0.007,1,"3","ENSG00000255621"
"EYA21",0.00191906406715164,0.497812064309856,0.039,0.033,1,"3","EYA2"
"NR2E31",0.00192893658618791,0.258380430288983,0.04,0.033,1,"3","NR2E3"
"ENSG00000273118",0.00197060733296866,0.33843140000357,0.038,0.031,1,"3","ENSG00000273118"
"NLRX11",0.00197160319362284,0.438220834147723,0.015,0.011,1,"3","NLRX1"
"CLEC5A1",0.00197685872478229,0.115950428850147,0.02,0.015,1,"3","CLEC5A"
"LINC022561",0.00198586300695123,0.358901387920474,0.074,0.066,1,"3","LINC02256"
"SLC25A191",0.00199940238185591,0.183392429636962,0.052,0.045,1,"3","SLC25A19"
"ANKRD18A",0.0020048900433173,0.600552554814142,0.013,0.009,1,"3","ANKRD18A"
"HPN",0.00202250274134775,0.392518930521969,0.013,0.009,1,"3","HPN"
"HMGA1P41",0.00203760887243557,0.346460835421449,0.012,0.008,1,"3","HMGA1P4"
"LIPT11",0.0020449884820881,0.214147412311492,0.086,0.077,1,"3","LIPT1"
"GALNT7-DT1",0.0020491793532597,0.402043613614469,0.014,0.01,1,"3","GALNT7-DT"
"ENSG000002701741",0.002051425561313,0.117716355382795,0.06,0.052,1,"3","ENSG00000270174"
"FAM186B",0.0020531031300386,0.438148072849331,0.015,0.011,1,"3","FAM186B"
"KLF16",0.00210775535504736,0.405973496604571,0.031,0.025,1,"3","KLF16"
"ENSG00000289212",0.00211394892861544,0.514798291526055,0.02,0.015,1,"3","ENSG00000289212"
"ENSG00000257279",0.0021242799653735,0.163140413472444,0.056,0.048,1,"3","ENSG00000257279"
"SUGCT-AS11",0.00214411405141257,0.206266375148743,0.021,0.016,1,"3","SUGCT-AS1"
"DAPL1",0.00217161777873702,0.511427764399938,0.033,0.027,1,"3","DAPL1"
