"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PCSK2",0,2.14981563458866,0.237,0.044,0,"0","PCSK2"
"EBF3",0,1.6273968041198,0.294,0.101,0,"0","EBF3"
"ROBO1",0,2.02344034589137,0.812,0.62,0,"0","ROBO1"
"ARHGAP24",0,1.96302011758691,0.282,0.09,0,"0","ARHGAP24"
"MAPRE2",0,0.933923163792621,0.589,0.397,0,"0","MAPRE2"
"TMOD2",0,0.81249336863041,0.456,0.265,0,"0","TMOD2"
"APLP1",0,0.9756809065062,0.562,0.372,0,"0","APLP1"
"ARHGDIG",0,1.44946793382408,0.321,0.131,0,"0","ARHGDIG"
"ANK2",0,0.836469070969435,0.865,0.675,0,"0","ANK2"
"FBXL17",0,1.01789953242806,0.689,0.499,0,"0","FBXL17"
"FRMD4A",0,0.899819231826583,0.755,0.566,0,"0","FRMD4A"
"GRID1",0,1.21142249537553,0.401,0.212,0,"0","GRID1"
"ANO4",0,1.20942212985207,0.281,0.092,0,"0","ANO4"
"NTNG1",0,1.66424392741878,0.386,0.197,0,"0","NTNG1"
"TSPYL4",0,1.08392865034495,0.503,0.314,0,"0","TSPYL4"
"GFRA1",0,2.20914866975726,0.246,0.057,0,"0","GFRA1"
"CALB2",0,1.99547223560255,0.243,0.054,0,"0","CALB2"
"ZRANB2-DT",0,1.5110533101133,0.422,0.233,0,"0","ZRANB2-DT"
"SPOCK1",0,1.42413046556568,0.333,0.145,0,"0","SPOCK1"
"RAB3A",0,1.11884911037637,0.339,0.151,0,"0","RAB3A"
"SHANK1",0,1.43443082380427,0.318,0.13,0,"0","SHANK1"
"VSNL1",0,1.88475740208525,0.234,0.047,0,"0","VSNL1"
"DYNC1I1",0,1.38444329930046,0.282,0.095,0,"0","DYNC1I1"
"NFASC",0,0.991301627421505,0.453,0.267,0,"0","NFASC"
"LINC00882",0,1.3528499126398,0.373,0.187,0,"0","LINC00882"
"DZIP3",0,1.05971242125108,0.516,0.33,0,"0","DZIP3"
"RYR3",0,1.76535253024975,0.263,0.077,0,"0","RYR3"
"ENSG00000265751",0,1.24727089114081,0.387,0.201,0,"0","ENSG00000265751"
"DACH2",0,1.92921486878641,0.26,0.074,0,"0","DACH2"
"HECW2",0,1.08640677755218,0.42,0.234,0,"0","HECW2"
"CADM2",0,1.00557355950056,0.817,0.631,0,"0","CADM2"
"ATXN1",0,0.76391738419283,0.547,0.363,0,"0","ATXN1"
"CNTNAP4",0,0.967362596085485,0.272,0.088,0,"0","CNTNAP4"
"KCNMB2",0,1.39227928404807,0.354,0.17,0,"0","KCNMB2"
"DTNB",0,0.982871216776749,0.547,0.364,0,"0","DTNB"
"EPHA5",0,0.724610468144578,0.559,0.376,0,"0","EPHA5"
"ARL15",0,1.01779714365575,0.532,0.349,0,"0","ARL15"
"EBF2",0,2.69175287197063,0.223,0.04,0,"0","EBF2"
"NEBL",0,0.944962655655816,0.378,0.195,0,"0","NEBL"
"PLCB4",0,1.12623194053921,0.455,0.272,0,"0","PLCB4"
"OTUD7A",0,1.19364016619058,0.411,0.228,0,"0","OTUD7A"
"KIFAP3",0,0.985895765056973,0.721,0.538,0,"0","KIFAP3"
"RANBP17",0,0.997792007828005,0.576,0.393,0,"0","RANBP17"
"CSMD2",0,1.27108276224872,0.388,0.206,0,"0","CSMD2"
"NAP1L5",0,1.33558818057735,0.342,0.16,0,"0","NAP1L5"
"NELL1",0,1.95208705913526,0.278,0.096,0,"0","NELL1"
"TMEM196",0,1.62288988137373,0.295,0.113,0,"0","TMEM196"
"ENSG00000283982",0,1.45090798463484,0.321,0.139,0,"0","ENSG00000283982"
"PPP1R1A",0,0.949533605153372,0.376,0.194,0,"0","PPP1R1A"
"PPFIA2-AS1",0,2.04036650684383,0.252,0.07,0,"0","PPFIA2-AS1"
"GRIN2D",0,1.75777455053073,0.252,0.07,0,"0","GRIN2D"
"ZNF804A",0,1.13309278752293,0.577,0.395,0,"0","ZNF804A"
"LINC02315",0,1.19550225408567,0.533,0.352,0,"0","LINC02315"
"SAMD12",0,1.3875163610548,0.325,0.144,0,"0","SAMD12"
"TSPAN13",0,0.838462748263435,0.526,0.346,0,"0","TSPAN13"
"RBMS3-AS3",0,2.4617651513982,0.237,0.057,0,"0","RBMS3-AS3"
"KIF5A",0,0.881710227025941,0.453,0.273,0,"0","KIF5A"
"ABCA5",0,1.33155350861219,0.314,0.134,0,"0","ABCA5"
"PHACTR3",0,1.19721080838881,0.306,0.126,0,"0","PHACTR3"
"TIMP3",0,1.47116469621681,0.317,0.137,0,"0","TIMP3"
"FRMPD4",0,2.05329607057241,0.236,0.056,0,"0","FRMPD4"
"L1CAM",0,1.15560890653565,0.315,0.135,0,"0","L1CAM"
"PCDH10",0,1.03574978283564,0.445,0.266,0,"0","PCDH10"
"AMPH",0,1.21339642844413,0.368,0.189,0,"0","AMPH"
"RNF152",0,1.54571757862417,0.27,0.092,0,"0","RNF152"
"CELF3",0,1.06417772716896,0.314,0.136,0,"0","CELF3"
"VGF",0,1.26944725456281,0.257,0.079,0,"0","VGF"
"MYO1D",0,1.15367516311387,0.35,0.172,0,"0","MYO1D"
"TUBB4A",0,1.15480743336385,0.314,0.136,0,"0","TUBB4A"
"MICU3",0,1.03625585944215,0.465,0.288,0,"0","MICU3"
"NCAM1",0,0.773791141832647,0.89,0.713,0,"0","NCAM1"
"GLRA3",0,2.97392686970549,0.197,0.02,0,"0","GLRA3"
"BICDL1",0,1.38111737851922,0.294,0.117,0,"0","BICDL1"
"ARHGAP44",0,1.30753082957364,0.315,0.138,0,"0","ARHGAP44"
"KCNIP1",0,1.21923877203713,0.347,0.17,0,"0","KCNIP1"
"FRMD3",0,1.26291779066353,0.328,0.152,0,"0","FRMD3"
"CADM3",0,1.36479381771842,0.31,0.134,0,"0","CADM3"
"IRX3",0,1.50058594150047,0.368,0.192,0,"0","IRX3"
"LMX1B",0,2.61210538361514,0.193,0.018,0,"0","LMX1B"
"RYR2",0,1.7416009394796,0.239,0.064,0,"0","RYR2"
"PLXNA4",0,0.522467611568012,0.356,0.181,0,"0","PLXNA4"
"ZNF385D",0,0.811754488371651,0.358,0.184,0,"0","ZNF385D"
"ENSG00000234021",0,2.71066720208431,0.214,0.04,0,"0","ENSG00000234021"
"SLC41A2",0,1.30646505939395,0.306,0.132,0,"0","SLC41A2"
"PDE4B",0,0.794153310470046,0.651,0.478,0,"0","PDE4B"
"NAV2",0,0.858008912370146,0.545,0.372,0,"0","NAV2"
"ST7",0,0.981255763170198,0.457,0.285,0,"0","ST7"
"OLFM1",0,1.22419154183228,0.462,0.29,0,"0","OLFM1"
"ENSG00000289612",0,2.01877765128609,0.326,0.154,0,"0","ENSG00000289612"
"CACNA1A",0,1.20097822871324,0.319,0.147,0,"0","CACNA1A"
"NLN",0,1.01078073647215,0.431,0.259,0,"0","NLN"
"ENSG00000234352",0,3.030491977463,0.216,0.044,0,"0","ENSG00000234352"
"ABLIM3",0,1.56709740802686,0.229,0.058,0,"0","ABLIM3"
"MAB21L1",0,2.76624322856294,0.191,0.02,0,"0","MAB21L1"
"LYST",0,0.935210327091405,0.446,0.275,0,"0","LYST"
"RAPGEF5",0,2.03339299647915,0.209,0.038,0,"0","RAPGEF5"
"NEFM",0,0.898690182124567,0.29,0.119,0,"0","NEFM"
"CLSTN3",0,1.24075563678777,0.307,0.136,0,"0","CLSTN3"
"TMEM178B",0,0.869486090012733,0.77,0.6,0,"0","TMEM178B"
"LINC02250",0,2.11305573265151,0.26,0.09,0,"0","LINC02250"
"GOLGA8B",0,1.15500410750804,0.416,0.246,0,"0","GOLGA8B"
"CREG2",0,1.93373053699419,0.202,0.033,0,"0","CREG2"
"DNAJC12",0,1.27587135863196,0.312,0.143,0,"0","DNAJC12"
"ENSG00000225087",0,2.3343213430161,0.212,0.043,0,"0","ENSG00000225087"
"CNRIP1",0,1.01270142498127,0.35,0.181,0,"0","CNRIP1"
"LINC01013",0,2.4267477241906,0.207,0.038,0,"0","LINC01013"
"ARID4A",0,0.856421841377841,0.609,0.44,0,"0","ARID4A"
"MATCAP1",0,1.20758656368696,0.352,0.183,0,"0","MATCAP1"
"CDH7",0,2.52207215815549,0.208,0.039,0,"0","CDH7"
"ZC2HC1A",0,0.892328359444945,0.711,0.542,0,"0","ZC2HC1A"
"LINC00632",0,0.990131130845264,0.763,0.595,0,"0","LINC00632"
"VAT1L",0,1.21003142728242,0.325,0.157,0,"0","VAT1L"
"ADGRL1",0,0.951083836056732,0.386,0.218,0,"0","ADGRL1"
"PCDH11X",0,1.98764671560988,0.378,0.21,0,"0","PCDH11X"
"SGCD",0,2.39717426101741,0.248,0.08,0,"0","SGCD"
"NRSN1",0,1.72809278468694,0.244,0.076,0,"0","NRSN1"
"MYO16",0,1.41946239687461,0.292,0.124,0,"0","MYO16"
"SCG5",0,1.87475754648749,0.238,0.07,0,"0","SCG5"
"LINC01568",0,4.37945199016424,0.175,0.007,0,"0","LINC01568"
"TMEM59L",0,1.02708243101322,0.441,0.273,0,"0","TMEM59L"
"PAK3",0,0.760660316726994,0.704,0.536,0,"0","PAK3"
"MLLT11",0,0.713277339860419,0.766,0.599,0,"0","MLLT11"
"TXNDC16",0,1.15714063869106,0.385,0.218,0,"0","TXNDC16"
"HPCAL4",0,1.38502297451054,0.214,0.047,0,"0","HPCAL4"
"PLPPR3",0,0.859110562243853,0.475,0.308,0,"0","PLPPR3"
"KIDINS220",0,0.790100768176704,0.772,0.606,0,"0","KIDINS220"
"GPRIN3",0,1.79766842682456,0.219,0.053,0,"0","GPRIN3"
"ENSG00000270071",0,1.31502617244482,0.326,0.16,0,"0","ENSG00000270071"
"ODF2L",0,0.985532364444578,0.477,0.311,0,"0","ODF2L"
"IPO9-AS1",0,1.14759108534149,0.407,0.241,0,"0","IPO9-AS1"
"CACNA2D1",0,1.21020083311928,0.578,0.412,0,"0","CACNA2D1"
"MTSS1",0,0.702192137385926,0.581,0.415,0,"0","MTSS1"
"CHGA",0,1.4127759766023,0.237,0.071,0,"0","CHGA"
"SYN1",0,1.32019870341173,0.242,0.076,0,"0","SYN1"
"ST6GAL2",0,1.28881485571415,0.336,0.171,0,"0","ST6GAL2"
"FBXO38-DT",0,1.28729650441408,0.35,0.185,0,"0","FBXO38-DT"
"LHX1",0,1.51830643291131,0.238,0.073,0,"0","LHX1"
"TAGLN3",0,0.642084510755901,0.636,0.472,0,"0","TAGLN3"
"GLCE",0,1.41544907880417,0.316,0.152,0,"0","GLCE"
"AKR1C1",0,1.24319617730219,0.297,0.133,0,"0","AKR1C1"
"NKAIN1",0,1.16665780937582,0.321,0.158,0,"0","NKAIN1"
"PLEKHA6",0,1.25337997411683,0.326,0.163,0,"0","PLEKHA6"
"MAST4",0,1.58039581750363,0.301,0.138,0,"0","MAST4"
"PPM1E",0,0.752176957279492,0.595,0.432,0,"0","PPM1E"
"ARHGEF12",0,0.871403818259198,0.52,0.358,0,"0","ARHGEF12"
"HERC1",0,0.803202650675894,0.655,0.493,0,"0","HERC1"
"SCAPER",0,0.844880954309054,0.65,0.488,0,"0","SCAPER"
"KCTD1",0,1.37458267627227,0.375,0.213,0,"0","KCTD1"
"CDH10",0,1.63871763187257,0.321,0.16,0,"0","CDH10"
"RALGPS1",0,0.949409891067766,0.475,0.314,0,"0","RALGPS1"
"MAPK10-AS1",0,1.18240712329732,0.379,0.219,0,"0","MAPK10-AS1"
"PURG",0,0.935296671013015,0.394,0.234,0,"0","PURG"
"KCNMB2-AS1",0,1.44358215755691,0.344,0.184,0,"0","KCNMB2-AS1"
"SYNGR3",0,1.45322131245097,0.235,0.075,0,"0","SYNGR3"
"MAGI1",0,0.530627749755043,0.737,0.578,0,"0","MAGI1"
"PPP1R9A",0,0.951694170178478,0.552,0.393,0,"0","PPP1R9A"
"ANKRD46",0,0.927632925895105,0.404,0.245,0,"0","ANKRD46"
"RBFOX3",0,1.11249264780123,0.275,0.116,0,"0","RBFOX3"
"LIN7B",0,0.993851518551531,0.398,0.239,0,"0","LIN7B"
"ENSG00000291065",0,1.69515724341199,0.248,0.089,0,"0","ENSG00000291065"
"SLC8A3",0,1.56460123041831,0.236,0.077,0,"0","SLC8A3"
"XPR1",0,0.804751748563259,0.666,0.508,0,"0","XPR1"
"PRKAR2B-AS1",0,1.58502507698484,0.263,0.105,0,"0","PRKAR2B-AS1"
"TCEAL7",0,0.958963685455398,0.558,0.4,0,"0","TCEAL7"
"EPB41L4B",0,1.8240390794101,0.221,0.063,0,"0","EPB41L4B"
"CLASP2",0,0.809684332333749,0.856,0.699,0,"0","CLASP2"
"ST7-AS2",0,1.16055432238199,0.386,0.229,0,"0","ST7-AS2"
"CDH8",0,1.68868255008746,0.365,0.208,0,"0","CDH8"
"ENSG00000286125",0,2.03123435829938,0.25,0.093,0,"0","ENSG00000286125"
"SSBP3",0,0.782199975198028,0.547,0.391,0,"0","SSBP3"
"SCAMP5",0,0.928497116419549,0.363,0.207,0,"0","SCAMP5"
"C3orf14",0,0.866940547709675,0.419,0.263,0,"0","C3orf14"
"ENSG00000230333",0,1.40742072642784,0.291,0.135,0,"0","ENSG00000230333"
"CMIP",0,0.746739733954567,0.6,0.444,0,"0","CMIP"
"ENSG00000225689",0,1.45722227578724,0.289,0.133,0,"0","ENSG00000225689"
"PLPPR5",0,1.17022580201034,0.281,0.126,0,"0","PLPPR5"
"PRKACB",0,0.834533285031075,0.615,0.46,0,"0","PRKACB"
"HSPA12A",0,1.49331830914211,0.238,0.083,0,"0","HSPA12A"
"GNPTAB",0,0.836914269560191,0.425,0.27,0,"0","GNPTAB"
"EVL",0,0.728072554673466,0.708,0.553,0,"0","EVL"
"ATP6V0A1",0,0.819985010707291,0.519,0.365,0,"0","ATP6V0A1"
"DIPK1A",0,1.2606633516181,0.3,0.146,0,"0","DIPK1A"
"ENSG00000259986",0,1.25060944989214,0.354,0.2,0,"0","ENSG00000259986"
"NAP1L2",0,1.47336550670603,0.239,0.085,0,"0","NAP1L2"
"SCD5",0,0.685022130353127,0.55,0.397,0,"0","SCD5"
"NR6A1",0,1.04546113084441,0.471,0.318,0,"0","NR6A1"
"ENSG00000291041",0,1.70452743614732,0.235,0.082,0,"0","ENSG00000291041"
"SMAP2",0,0.899155757264722,0.402,0.25,0,"0","SMAP2"
"DLGAP2",0,1.43647918811004,0.228,0.076,0,"0","DLGAP2"
"PPP1R13B",0,1.23360107562267,0.276,0.124,0,"0","PPP1R13B"
"KIF21B",0,0.878098641728779,0.309,0.157,0,"0","KIF21B"
"ZNF540",0,1.2274275065004,0.293,0.141,0,"0","ZNF540"
"TRIM36",0,0.96339371766317,0.388,0.237,0,"0","TRIM36"
"RIMBP2",0,1.68049502099939,0.23,0.079,0,"0","RIMBP2"
"LHX1-DT",0,1.60010423181884,0.215,0.064,0,"0","LHX1-DT"
"RAB27B",0,2.18877522862032,0.178,0.027,0,"0","RAB27B"
"PTPRG",0,0.977658083753221,0.602,0.451,0,"0","PTPRG"
"SRCIN1",0,1.19648431503101,0.291,0.14,0,"0","SRCIN1"
"FAXC",0,1.1089579272547,0.322,0.172,0,"0","FAXC"
"GRM3",0,1.10431661958184,0.387,0.237,0,"0","GRM3"
"LIN7C",0,0.886704971078767,0.432,0.282,0,"0","LIN7C"
"DAAM1",0,0.752342695253042,0.788,0.638,0,"0","DAAM1"
"RAB9B",0,1.36871408127725,0.267,0.117,0,"0","RAB9B"
"C12orf40",0,2.55036035790445,0.189,0.039,0,"0","C12orf40"
"STRBP",0,0.827384953586523,0.588,0.438,0,"0","STRBP"
"ANKRD36C",0,0.819173579941068,0.518,0.369,0,"0","ANKRD36C"
"FCHSD2",0,0.792362064708888,0.621,0.472,0,"0","FCHSD2"
"EFNB3",0,1.20227159772138,0.269,0.12,0,"0","EFNB3"
"LIN28B",0,1.28199897737746,0.29,0.141,0,"0","LIN28B"
"UGCG",0,1.02460191095659,0.363,0.214,0,"0","UGCG"
"AP1S2",0,0.926215853394814,0.6,0.451,0,"0","AP1S2"
"STARD4-AS1",0,0.582304678922361,0.699,0.55,0,"0","STARD4-AS1"
"MAP7",0,1.23328631129269,0.281,0.133,0,"0","MAP7"
"HOOK2",0,0.990513725650613,0.43,0.282,0,"0","HOOK2"
"ZNF385B",0,2.82232461286177,0.183,0.035,0,"0","ZNF385B"
"ENSG00000258637",0,1.67549484682821,0.211,0.063,0,"0","ENSG00000258637"
"ONECUT2",0,1.9426520635545,0.211,0.063,0,"0","ONECUT2"
"SLC1A6",0,0.517592759939134,0.245,0.097,0,"0","SLC1A6"
"EML5",0,1.36982023235709,0.288,0.14,0,"0","EML5"
"FNBP1L",0,0.8027795245215,0.819,0.671,0,"0","FNBP1L"
"AKAP9",0,0.761171044791594,0.818,0.67,0,"0","AKAP9"
"PACS1",0,0.866634667340217,0.526,0.379,0,"0","PACS1"
"CAVIN2-AS1",0,2.16785825424136,0.188,0.041,0,"0","CAVIN2-AS1"
"SLC7A14",0,1.92636666872442,0.18,0.033,0,"0","SLC7A14"
"SLC24A3",0,1.16272896980771,0.283,0.136,0,"0","SLC24A3"
"WNK3",0,0.862731460715556,0.486,0.339,0,"0","WNK3"
"KLF12",0,0.77134974492936,0.742,0.596,0,"0","KLF12"
"ZNRF1",0,0.767896327434196,0.531,0.385,0,"0","ZNRF1"
"NREP",0,0.788357291210981,0.823,0.677,0,"0","NREP"
"YWHAH",0,1.10075243715753,0.703,0.557,0,"0","YWHAH"
"CAMK2N1",0,1.00734635122592,0.673,0.528,0,"0","CAMK2N1"
"APPAT",0,1.54502378535518,0.273,0.128,0,"0","APPAT"
"MAP3K13",0,0.754004485156321,0.625,0.48,0,"0","MAP3K13"
"MYO5A",0,0.656936407896496,0.54,0.395,0,"0","MYO5A"
"KLHL29",0,0.98747932940586,0.288,0.143,0,"0","KLHL29"
"B3GALT2",0,1.62970876888609,0.218,0.074,0,"0","B3GALT2"
"DPYSL3",0,0.619236558154401,0.774,0.63,0,"0","DPYSL3"
"KLC1",0,0.778556722270439,0.712,0.568,0,"0","KLC1"
"DISP2",0,1.26859291103025,0.238,0.094,0,"0","DISP2"
"STX1B",0,1.06356024223833,0.24,0.096,0,"0","STX1B"
"GRIK1",0,1.55747459316678,0.356,0.212,0,"0","GRIK1"
"ARHGEF11",0,0.98628442181247,0.395,0.252,0,"0","ARHGEF11"
"NRG2",0,1.54555955940458,0.222,0.079,0,"0","NRG2"
"PPP2R2C",0,1.3315610360653,0.206,0.063,0,"0","PPP2R2C"
"RASGEF1B",0,1.25584348215642,0.314,0.171,0,"0","RASGEF1B"
"BEX2",0,0.675529473009822,0.696,0.553,0,"0","BEX2"
"ATP1B1",0,0.919905625608867,0.707,0.565,0,"0","ATP1B1"
"ENSG00000255240",0,1.84525019284492,0.183,0.041,0,"0","ENSG00000255240"
"ATP6V1A",0,0.755355419165753,0.455,0.314,0,"0","ATP6V1A"
"ANK1",0,1.83044399168793,0.189,0.048,0,"0","ANK1"
"CRNDE",0,0.978314955953105,0.687,0.546,0,"0","CRNDE"
"SGK1",0,1.73147970851441,0.211,0.07,0,"0","SGK1"
"TMX4",0,0.947944338352485,0.367,0.226,0,"0","TMX4"
"CEP170",0,0.536520747020986,0.759,0.619,0,"0","CEP170"
"GABRB2",0,1.58255351702668,0.211,0.071,0,"0","GABRB2"
"ATL1",0,0.813886308655379,0.535,0.395,0,"0","ATL1"
"IRX5",0,1.16538865973925,0.375,0.235,0,"0","IRX5"
"RAB3B",0,1.33446784030417,0.204,0.064,0,"0","RAB3B"
"C2orf80",0,1.18800226005534,0.254,0.115,0,"0","C2orf80"
"SLITRK4",0,2.0918851516346,0.162,0.023,0,"0","SLITRK4"
"NHS",0,1.26025620029177,0.293,0.154,0,"0","NHS"
"ESRRG",0,1.75161857473551,0.216,0.078,0,"0","ESRRG"
"TTN",0,1.09233524717363,0.27,0.132,0,"0","TTN"
"SPTBN1",0,0.582506722366187,0.602,0.464,0,"0","SPTBN1"
"RASAL2",0,0.630115083973485,0.684,0.547,0,"0","RASAL2"
"TLX3",0,2.35562035292507,0.155,0.018,0,"0","TLX3"
"TFAP2A",0,2.07209305980956,0.189,0.052,0,"0","TFAP2A"
"SLITRK1",0,1.83813248683455,0.186,0.049,0,"0","SLITRK1"
"UNC13A",0,0.999274277426624,0.26,0.123,0,"0","UNC13A"
"STMN3",0,0.761252700440024,0.459,0.322,0,"0","STMN3"
"FSTL4",0,2.28501975269444,0.172,0.035,0,"0","FSTL4"
"VWC2",0,2.68986428058189,0.151,0.014,0,"0","VWC2"
"GRIN3A",0,2.3024975800594,0.178,0.042,0,"0","GRIN3A"
"THSD7B",0,2.41265611386238,0.167,0.032,0,"0","THSD7B"
"RBMS3-AS2",0,2.9025781979131,0.163,0.028,0,"0","RBMS3-AS2"
"YWHAG",0,0.629152321288864,0.675,0.54,0,"0","YWHAG"
"C8orf34",0,1.41717678708939,0.189,0.054,0,"0","C8orf34"
"PRICKLE2-AS1",0,2.35436393457413,0.173,0.038,0,"0","PRICKLE2-AS1"
"ENSG00000248475",0,2.31110989784607,0.177,0.042,0,"0","ENSG00000248475"
"SERINC1",0,0.721954276305829,0.675,0.541,0,"0","SERINC1"
"PLPPR2",0,1.08502465230045,0.271,0.137,0,"0","PLPPR2"
"NRN1",0,1.68303843534504,0.235,0.101,0,"0","NRN1"
"ENSG00000251294",0,2.01094650440279,0.234,0.101,0,"0","ENSG00000251294"
"DIRAS2",0,0.767560213591339,0.217,0.084,0,"0","DIRAS2"
"SPTAN1",0,0.584314946636994,0.718,0.585,0,"0","SPTAN1"
"SPTBN4",0,1.34433020173562,0.234,0.101,0,"0","SPTBN4"
"ENSG00000274265",0,1.54377914053168,0.221,0.089,0,"0","ENSG00000274265"
"ENSG00000279249",0,2.57360408143206,0.156,0.024,0,"0","ENSG00000279249"
"ENSG00000249883",0,3.70182762019325,0.141,0.009,0,"0","ENSG00000249883"
"LINC01138",0,1.32212592846453,0.236,0.105,0,"0","LINC01138"
"ABCB1",0,2.03250857861138,0.176,0.045,0,"0","ABCB1"
"EPC1",0,0.752266217372737,0.711,0.58,0,"0","EPC1"
"CELF6",0,1.53290975060844,0.202,0.071,0,"0","CELF6"
"CCDC88A",0,0.567878045071801,0.737,0.607,0,"0","CCDC88A"
"PLEKHA5",0,0.683049222003346,0.685,0.555,0,"0","PLEKHA5"
"FRMPD3",0,1.64490769024109,0.195,0.065,0,"0","FRMPD3"
"PKIA-AS1",0,1.49085408319985,0.249,0.12,0,"0","PKIA-AS1"
"PRICKLE1",0,2.08551072289577,0.199,0.07,0,"0","PRICKLE1"
"ATP2B1",0,0.78825947561913,0.532,0.403,0,"0","ATP2B1"
"FTO",0,0.734233981244443,0.587,0.458,0,"0","FTO"
"JAKMIP2",0,0.615501471832734,0.689,0.56,0,"0","JAKMIP2"
"AK5",0,1.87980767927721,0.172,0.044,0,"0","AK5"
"SAMD3",0,2.10423264896145,0.152,0.024,0,"0","SAMD3"
"EPHB6",0,1.93495707343175,0.177,0.049,0,"0","EPHB6"
"SCMH1",0,0.732437944189017,0.611,0.484,0,"0","SCMH1"
"EXOC6B",0,0.748218909101598,0.737,0.61,0,"0","EXOC6B"
"KIF5C",0,0.616938065148736,0.811,0.684,0,"0","KIF5C"
"SNRPN",0,1.08166705434032,0.847,0.72,0,"0","SNRPN"
"VSTM2A",0,1.6063965346087,0.185,0.059,0,"0","VSTM2A"
"CYRIB",0,0.750155256754161,0.572,0.446,0,"0","CYRIB"
"MIR137HG",0,1.52498532162306,0.193,0.068,0,"0","MIR137HG"
"PLD5",0,1.96245065719328,0.202,0.077,0,"0","PLD5"
"PLCXD3",0,2.17566505010993,0.157,0.032,0,"0","PLCXD3"
"GPHN",0,0.814328439192693,0.901,0.776,0,"0","GPHN"
"ENSG00000225811",0,2.45250831427064,0.163,0.039,0,"0","ENSG00000225811"
"CTNND2",0,0.367781445105373,0.828,0.704,0,"0","CTNND2"
"CBLN1",0,1.62470518613842,0.152,0.028,0,"0","CBLN1"
"BMPR2",0,0.624116865355722,0.712,0.589,0,"0","BMPR2"
"PSD2",0,1.38236887990995,0.172,0.049,0,"0","PSD2"
"ENSG00000258081",0,1.79645633701772,0.197,0.075,0,"0","ENSG00000258081"
"TAC1",0,2.37873767838734,0.177,0.055,0,"0","TAC1"
"ENSG00000283415",0,1.64052004531703,0.173,0.051,0,"0","ENSG00000283415"
"FTX",0,0.987866055859125,0.927,0.805,0,"0","FTX"
"MAB21L2",0,2.88491439160347,0.134,0.013,0,"0","MAB21L2"
"ONECUT1",0,2.89996957486977,0.138,0.017,0,"0","ONECUT1"
"DPYSL5",0,0.623996585465221,0.605,0.484,0,"0","DPYSL5"
"AASDHPPT",0,0.828793262201834,0.595,0.474,0,"0","AASDHPPT"
"BMERB1",0,0.720558804389712,0.605,0.484,0,"0","BMERB1"
"RIT2",0,3.02574498763462,0.136,0.016,0,"0","RIT2"
"MDGA1",0,1.70448280313695,0.175,0.055,0,"0","MDGA1"
"HDGFL3",0,0.681328981105723,0.698,0.578,0,"0","HDGFL3"
"SNHG14",0,1.75945186988127,0.981,0.862,0,"0","SNHG14"
"ENSG00000224658",0,3.88255091474543,0.127,0.009,0,"0","ENSG00000224658"
"SLC7A14-AS1",0,2.48882074483401,0.15,0.032,0,"0","SLC7A14-AS1"
"NNAT",0,1.0087465073915,0.745,0.627,0,"0","NNAT"
"CASK",0,0.776199559288956,0.721,0.603,0,"0","CASK"
"CDH13",0,2.1417173427561,0.162,0.045,0,"0","CDH13"
"MARCHF4",0,1.30451474311365,0.187,0.07,0,"0","MARCHF4"
"INPP4B",0,2.13700810209419,0.213,0.096,0,"0","INPP4B"
"ADCY8",0,2.3157106313324,0.156,0.039,0,"0","ADCY8"
"ENSG00000260848",0,3.76279575597196,0.122,0.005,0,"0","ENSG00000260848"
"ENSG00000253925",0,1.79167806630086,0.201,0.085,0,"0","ENSG00000253925"
"LHFPL3-AS1",0,2.81202662715347,0.135,0.019,0,"0","LHFPL3-AS1"
"ENSG00000242593",0,1.7101110448361,0.172,0.056,0,"0","ENSG00000242593"
"CHST1",0,1.76865831778595,0.154,0.038,0,"0","CHST1"
"RASGRF1",0,1.73676181757119,0.15,0.034,0,"0","RASGRF1"
"PGRMC1",0,0.988292385763819,0.708,0.592,0,"0","PGRMC1"
"ENSG00000286973",0,1.93396984853407,0.167,0.052,0,"0","ENSG00000286973"
"CASKIN1",0,1.38311051539839,0.194,0.079,0,"0","CASKIN1"
"AGAP1",0,0.592865802506985,0.7,0.585,0,"0","AGAP1"
"DST",0,0.476107854091714,0.732,0.617,0,"0","DST"
"QKILA",0,1.78721212874641,0.161,0.047,0,"0","QKILA"
"ENSG00000287775",0,3.61127571567061,0.124,0.01,0,"0","ENSG00000287775"
"ENSG00000285588",0,1.75034823642986,0.182,0.068,0,"0","ENSG00000285588"
"EHBP1",0,0.641282680808282,0.676,0.563,0,"0","EHBP1"
"CHRM3-AS2",0,2.44685923942951,0.166,0.053,0,"0","CHRM3-AS2"
"SYT6",0,2.59718994184787,0.125,0.012,0,"0","SYT6"
"AKR1C2",0,1.2778160835825,0.184,0.071,0,"0","AKR1C2"
"UBE2E3",0,0.903946716853093,0.724,0.611,0,"0","UBE2E3"
"ARHGAP20",0,1.43605622998947,0.174,0.061,0,"0","ARHGAP20"
"RNF217-AS1",0,2.09976368220714,0.159,0.047,0,"0","RNF217-AS1"
"PCP4L1",0,1.29025034390397,0.151,0.039,0,"0","PCP4L1"
"TRIO",0,0.522481575688843,0.715,0.603,0,"0","TRIO"
"STAU2",0,0.663554806562471,0.66,0.548,0,"0","STAU2"
"ENSG00000285940",0,2.42039467996347,0.132,0.021,0,"0","ENSG00000285940"
"RERE",0,0.712008350173031,0.872,0.761,0,"0","RERE"
